Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,District Name_Pune,Market Name_Pune,Price Range,Demand Indicator
Other,Vegetables,114.2,800,2000,1400,2024-03-14,True,True,1200,0.08151320485367594
Other,Vegetables,116.3,1000,2000,1500,2025-02-17,True,True,1000,0.07748167888074617
Other,Vegetables,116.4,800,2000,1400,2024-03-12,True,True,1200,0.08308351177730193
Other,Vegetables,119.1,1000,3000,2000,2024-12-03,True,True,2000,0.059520239880059965
Other,Vegetables,119.8,800,1600,1200,2024-03-06,True,True,800,0.09975020815986678
Other,Vegetables,122.9,800,2000,1400,2025-01-14,True,True,1200,0.08772305496074233
Other,Vegetables,122.9,1000,3000,2000,2024-12-23,True,True,2000,0.06141929035482259
Other,Vegetables,123.1,1000,2200,1600,2025-01-01,True,True,1200,0.0768894440974391
Other,Vegetables,125.2,800,2000,1400,2024-03-08,True,True,1200,0.08936473947180586
Other,Vegetables,128.0,1500,3000,2250,2024-12-10,True,True,1500,0.056863616170590846
Other,Vegetables,128.6,1000,2500,1750,2024-12-19,True,True,1500,0.07344374643061108
Other,Vegetables,130.8,1500,3500,2500,2024-12-11,True,True,2000,0.052299080367852864
Other,Vegetables,132.4,800,2500,1650,2024-03-15,True,True,1700,0.0801938219261054
Other,Vegetables,132.4,1000,2000,1500,2025-02-24,True,True,1000,0.0882078614257162
Other,Vegetables,132.9,1000,2000,1500,2025-01-29,True,True,1000,0.08854097268487675
Other,Vegetables,133.3,1000,2000,1500,2024-02-28,True,True,1000,0.0888074616922052
Other,Vegetables,134.1,1000,3000,2000,2024-03-24,True,True,2000,0.06701649175412294
Other,Vegetables,135.9,1000,2400,1700,2025-01-02,True,True,1400,0.07989417989417989
Other,Vegetables,136.8,1000,2200,1600,2024-12-30,True,True,1200,0.08544659587757653
Other,Vegetables,138.9,1000,2500,1750,2025-01-20,True,True,1500,0.07932609937178756
Other,Vegetables,139.2,1000,2500,1750,2025-02-27,True,True,1500,0.07949743003997715
Other,Vegetables,140.1,1000,2500,1750,2025-01-06,True,True,1500,0.08001142204454598
Other,Vegetables,140.2,800,2500,1650,2024-03-17,True,True,1700,0.08491823137492428
Other,Vegetables,141.0,1000,2500,1750,2025-01-17,True,True,1500,0.08052541404911479
Other,Vegetables,141.2,1000,2000,1500,2024-03-31,True,True,1000,0.09407061958694203
Other,Vegetables,141.3,1000,3000,2000,2024-12-24,True,True,2000,0.07061469265367316
Other,Vegetables,142.9,1000,3000,2000,2024-12-12,True,True,2000,0.07141429285357322
Other,Vegetables,144.5,800,2500,1650,2024-02-29,True,True,1700,0.08752271350696547
Other,Vegetables,145.1,1000,2000,1500,2025-01-21,True,True,1000,0.0966688874083944
Other,Vegetables,147.0,1000,3000,2000,2024-12-18,True,True,2000,0.0734632683658171
Other,Vegetables,148.2,1000,2800,1900,2025-01-07,True,True,1800,0.0779589689637033
Other,Vegetables,148.3,1000,2000,1500,2024-12-31,True,True,1000,0.098800799467022
Other,Vegetables,150.0,1000,2000,1500,2025-02-20,True,True,1000,0.09993337774816789
Other,Vegetables,150.2,1000,2000,1500,2025-01-16,True,True,1000,0.1000666222518321
Other,Vegetables,151.8,1000,2000,1500,2025-02-19,True,True,1000,0.10113257828114591
Other,Vegetables,156.3,1000,2500,1750,2025-01-23,True,True,1500,0.0892632781267847
Other,Vegetables,156.7,1000,2200,1600,2025-01-22,True,True,1200,0.09787632729544034
Other,Vegetables,156.8,1500,2500,2000,2024-12-13,True,True,1000,0.0783608195902049
Other,Vegetables,157.4,1000,1800,1400,2025-02-13,True,True,800,0.11234832262669522
Other,Vegetables,157.4,1000,5000,3000,2024-12-08,True,True,4000,0.05244918360546485
Other,Vegetables,160.9,1000,2000,1500,2024-12-26,True,True,1000,0.10719520319786809
Other,Vegetables,162.3,1000,2800,1900,2025-01-09,True,True,1800,0.08537611783271963
Other,Vegetables,162.7,1000,2600,1800,2025-01-03,True,True,1600,0.09033870072182121
Other,Vegetables,163.7,1000,2000,1500,2025-02-18,True,True,1000,0.10906062624916721
Other,Vegetables,164.1,1000,2000,1500,2025-01-28,True,True,1000,0.10932711525649566
Other,Vegetables,164.2,1200,2600,1900,2025-01-08,True,True,1400,0.08637559179379274
Other,Vegetables,166.6,1000,2000,1500,2025-01-30,True,True,1000,0.11099267155229846
Other,Vegetables,167.6,800,4000,2400,2024-03-01,True,True,3200,0.0698042482299042
Other,Vegetables,167.9,800,1500,1150,2024-03-03,True,True,700,0.14587315377932233
Other,Vegetables,170.7,1000,2500,1750,2024-12-25,True,True,1500,0.09748715019988577
Other,Vegetables,173.5,1000,2500,1750,2025-01-13,True,True,1500,0.0990862364363221
Other,Vegetables,176.5,1400,3200,2300,2024-12-17,True,True,1800,0.0767057800956106
Other,Vegetables,178.8,1000,2500,1750,2025-01-27,True,True,1500,0.10211307824100514
Other,Vegetables,181.2,1200,2000,1600,2025-02-04,True,True,800,0.11317926296064959
Other,Vegetables,181.7,1000,2500,1750,2024-12-20,True,True,1500,0.10376927470017132
Other,Vegetables,182.4,1000,2000,1500,2025-02-21,True,True,1000,0.12151898734177216
Other,Vegetables,185.5,800,2000,1400,2024-03-10,True,True,1200,0.13240542469664526
Other,Vegetables,187.6,1000,2000,1500,2025-02-14,True,True,1000,0.12498334443704197
Other,Vegetables,188.0,1000,1500,1250,2024-02-27,True,True,500,0.15027977617905675
Other,Vegetables,189.7,1000,2500,1750,2025-01-31,True,True,1500,0.10833809251856082
Other,Vegetables,191.6,1000,4000,2500,2024-12-22,True,True,3000,0.076609356257497
Other,Vegetables,191.8,1000,2000,1500,2025-02-06,True,True,1000,0.12778147901399067
Other,Vegetables,192.6,1000,2000,1500,2024-12-27,True,True,1000,0.12831445702864758
Other,Vegetables,193.5,1000,2000,1500,2025-01-19,True,True,1000,0.12891405729513658
Other,Vegetables,195.2,1000,2000,1500,2025-02-16,True,True,1000,0.13004663557628246
Other,Vegetables,212.9,1000,2000,1500,2025-02-23,True,True,1000,0.14183877415056628
Other,Vegetables,217.4,1000,2500,1750,2024-12-29,True,True,1500,0.12415762421473445
Other,Vegetables,222.3,1000,2000,1500,2025-02-07,True,True,1000,0.14810126582278482
Other,Vegetables,229.3,1000,2500,1750,2025-01-10,True,True,1500,0.13095374071958882
Other,Vegetables,230.4,1000,2000,1500,2025-02-02,True,True,1000,0.15349766822118588
Other,Vegetables,233.4,1000,2600,1800,2025-01-05,True,True,1600,0.12959466962798447
Other,Vegetables,245.7,1500,2000,1750,2025-01-24,True,True,500,0.14031981724728726
Other,Vegetables,450.4,1500,3000,2250,2025-01-12,True,True,1500,0.20008884940026653
Other,Vegetables,586.0,1000,2000,1500,2025-02-03,True,True,1000,0.39040639573617586
